Mfg_Part_Num,Part_Manuf,Part_Desc,Actionability_Category,Primary_Reason
DT152B,Freud Inc (2435),"DT152B 2"" #15 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT1535B,Freud Inc (2435),"DT1535B 3-1/2"" #15 Torx Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT202B,Freud Inc (2435),"DT202B 2"" #20 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT2035B,Freud Inc (2435),"DT2035B 3-1/2"" #20 Torx Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT206B,Freud Inc (2435),"DT206B 6"" #20 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT252B,Freud Inc (2435),"DT252B 2"" #25 Trox Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT2535B,Freud Inc (2435),"DT2535B 3-1/4"" #25 Torx Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT256B,Freud Inc (2435),"DT256B 6"" #25 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT302B,Freud Inc (2435),"DT302B 2"" #30 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT402B,Freud Inc (2435),"DT402B 2"" #40 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DDWSSB,Freud Inc (2435),DDWSSB #2 Drywall Screw Setter,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
191V02-0,Makita Usa Inc (5142),191V02-0 Makita #2 Phillips Bit 5pk,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
2761-20,Milwaukee Accessory (4031),"2761-20 Milw M18 1/4"" Hex Hydraulic Driver",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
2761-22,Milwaukee Accessory (4031),2761-22 Milw M18 Surge Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCF510B,Black & Decker/dewlt (2585),Dewalt DCF510B 20V Rachet - Interchangeable Anvil,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
3052-20,Milwaukee Accessory (4031),"3052-20 Milw M12 Fuel 1/4"" Rachet",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCF513EB,Black & Decker/dewlt (2585),"DCF513EB Dewalt 3/8"" Open Head Rachet",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
924422,-,924422 Mafell Carpentry - Planing Machine ZH 320 Ec 120V,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DCW620B,Black & Decker/dewlt (2585),DCW620B Dewalt 20V Plunge - Router,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
24-35M-320,Mirka Abrasives Inc (MIRUS),"24-35M-320 Iridium Grip - 3.2"" x 5.2"" Grip",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
9A-129-120,Mirka Abrasives Inc (MIRUS),9A-129-120 Abranet 3x4 - 50 Sheets/Box,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
578800,Festool USA (FESTO),578800 Festool 80x133 M GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578801,Festool USA (FESTO),578801 Festool 80x133 F GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578802,Festool USA (FESTO),578802 Festool 80x133 S GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578808,Festool USA (FESTO),578808 Festool 3x4 M GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578809,Festool USA (FESTO),578809 Festool 3x4 F GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578810,Festool USA (FESTO),578810 Festool 3x4 S GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578811,Festool USA (FESTO),578811 Festool 3x4 GR PRO/10-Set,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578192,Festool USA (FESTO),578192 Festool D 150 GR SYS - Systainer Abrasive Set,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578806,Festool USA (FESTO),578806 Festool Delta S GR PRO/10,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-41-0740,Milwaukee Accessory (4031),48-41-0740 Milw7-1/4 24TFrming - Blade,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
230.312.08,CMT USA Inc (CMTUS),230.312.08 CMT Locked Dado Pro Set,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DWA47421,Black & Decker/dewlt (2585),"DWA47421 Dewalt 14"" Segmented - Rim Diamond Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DWA4769,Black & Decker/dewlt (2585),"DWA4769 Dewalt Rim Glass Tile - Blade 10""",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-93-9204,Milwaukee Accessory (4031),"49-93-9204 Milw 4-1/2"" Diamond - Tile Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-93-9207,Milwaukee Accessory (4031),"49-93-9207 Milw 7"" Diamond - Tile Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-93-9210,Milwaukee Accessory (4031),"49-93-9210 Milw 10"" Diamond - Tile Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-93-9202,Milwaukee Accessory (4031),"49-93-9202 Milw 4"" Diamond - Tile Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-93-9205,Milwaukee Accessory (4031),"49-93-9205 Milw 5"" Diamond - Tile Blade",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
49-22-4702,Milwaukee Accessory (4031),49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
790.82,CMT USA Inc (CMTUS),790.820 CMT Planer Blade 2pc,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
794.321,CMT USA Inc (CMTUS),794.321 HS Planer Knives 3pc,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
XT524,Bow Products (BOWPR),"XT524 24"" XT XTENDER Fence",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
XT536,Bow Products (BOWPR),"XT536 36"" XT XTENDER Fence",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
XT546,Bow Products (BOWPR),"XT546 46"" XT XTENDER Fence",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
XTP235,Bow Products (BOWPR),"35"" XTP XTENDER PRO Fence - XTP235",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
TGP2-FA,Saw Stop LLC (SAWST),TGP2-FA T-Glide Fence Professional,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
ATGI-FA,Saw Stop LLC (SAWST),ATGI-FA T-Glide Advanced Fence Industrial,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
ATGP-FA,Saw Stop LLC (SAWST),ATGP-FA T-Glide Advance Fence Professional,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
TGI2-FA,Saw Stop LLC (SAWST),TGI2-FA T-Glide Fence Indudtrial,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
TGI2-T36A,Saw Stop LLC (SAWST),"TGI2-T36A 36"" Table Assembly Industrial",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DCB606C,Black & Decker/dewlt (2585),DCB606C Dewalt Flexvolt Starter Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
BL1850BDC1,Makita Usa Inc (5142),BL1850BDC1 Makita Starter Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCB205C,Black & Decker/dewlt (2585),DCB205C 20V Starter Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
BL1850BDC2X1,Makita Usa Inc (5142),BL1850BDC2X1 Makita Starter Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DWV9401,Black & Decker/dewlt (2585),DWV9401 Dewalt Paper Bag - 5pk,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578512,Festool USA (FESTO),578512 Festool Dust Extractor-CT MIDI I HEPA,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
577871,Festool USA (FESTO),577871 Festool Dust Extractor - CT 26,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
577874,Festool USA (FESTO),577874 Festool Dust Extractor - CT 36,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
577876,Festool USA (FESTO),577876 Festool Dust Extractor - CT 48,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
578441,Festool USA (FESTO),578441 Festool Dust Extractor-CT 15 HEPA,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCK2101QQ2,Black & Decker/dewlt (2585),Dewalt DCK2101QQ2 20V 2Pc Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
4000-2/32,Robt Bosch Tool Corp (6564),4000-2/32 DREMEL ROTARY TOOL,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
3100-1/15,Robt Bosch Tool Corp (6564),3100-1/15 Dremel Rotary Tool - Kit 15pc,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
T-90043,Makita Usa Inc (5142),T-90043 Deep Medium Organizer,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
T-90059,Makita Usa Inc (5142),T-90059 Low Profile Medium - Organizer,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
T-90065,Makita Usa Inc (5142),T-90065 Deep Compact Organizer,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
10047VS,Oliver Machinery Company (OLIMA),10047VS Oliver 3HP 230V 1PH Shaper 1-1/4 Spindle,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
MAG:2044-230-1,J&G Machinery (JGMAC),2044-230-1 Stock Feeder 4-Roll - Steff,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
XTP242,Bow Products (BOWPR),"42"" XTP XTENDER PRO Fence - XTP242",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
SSCMS,Woodpeckers Inc (WOODP),SSCMS Stealthstop Miter Sled,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
4225.201,Oliver Machinery Company (OLIMA),"4225.201 Oliver 6"" HH Jointer Paralleogram",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
KC-426C,King Canada Inc (KINCA),"KC-426C 12"" Portable Planer",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
10045.201,Oliver Machinery Company (OLIMA),"10045.201 Oliver 13"" Benchtop Planer 2HP,115V 1Ph",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
10014.201,Oliver Machinery Company (OLIMA),"10014.201 Oliver 15"" Planer 3HP 1Ph 220V",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
4430.201,Oliver Machinery Company (OLIMA),"4430.201 Oliver 20"" Planer 5HP 1Ph 230V",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
10055.201,Oliver Machinery Company (OLIMA),"10055.201 Oliver 15"" Benchtop Planer 2.5HP 1Ph 230V",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
