row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
73,DR7004BE,DR7004BE SQ Elect Dryer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
74,DV2000WE,DV2000WE SQ Elect Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
75,DC5004WE,DC5004WE SQ Elect Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
76,DC5004BE,DC5004BE SQ Elect Dryer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
77,WKE100HWA,WKE100HWA LG Laundry Center Wh - Display,Appliance Dealers Cooperative,,Appliances>Major Appliances>Laundry Centers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
78,FF7011WN,FF7011WN Speed Queen Washer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
79,PTD70GBPTDG,PTD70GBPTDG GE Gas Dryer DG,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
80,PTD70GBSTWS,PTD70GBSTWS GE Gas Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
81,DR5004WG,DR5004WG SQ Gas Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
82,DR7004BG,DR7004BG SQ Gas Dryer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
83,DR7004WG,DR7004WG SQ Gas Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
84,DV2000WG,DV2000WG SQ Gas Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
85,DC5004WG,DC5004WG SQ Gas Dryer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
86,DC5004BG,DC5004BG SQ Gas Dryer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Clothes Dryers,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
87,PTW705BSTWS,PTW705BSTWS GE Washer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
88,MVWP586GW,MVWP586GW Washer Wh - Display,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
89,TV2000WN,TV2000WN SQ Elect Washer,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
90,TC5003BN,TC5003BN SQ Washer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
91,TR7006WN,TR7006WN Speed Queen Washer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
92,TR7006BN,TR7006BN Speed Queen Washer Bk,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
93,TR5006WN,TR5006WN Speed Queen Washer Wh,Appliance Dealers Cooperative,,Appliances>Major Appliances>Washing Machines,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
94,05134545001,9516 Kneeling Pad& Bttl Opener,Wera Tools NA Inc,,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
95,LNL65301,LNL65301 Digital Tire Pressure - Inflator Gauge,,,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
96,25-A,Charcoal Black 25-A Mortar - Type N,Rees Cast Stone Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
97,38-E,Dark Chocolate 38-E Mortar - Type N,Rees Cast Stone Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
98,59-J,Light Buff 59-J Mortar - Type N,Rees Cast Stone Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
99,44-A,Light Chocolate 44-A Mortar - Type N,Rees Cast Stone Company,,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
100,543302126,6' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
101,543302146,8' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
102,73019603,Finyline Wh 6' Fl Rail Kit Sq,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
103,73019652,Finyline Wh 8' Fl Rail Kit Sq,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
104,73019517,Finyline Wh 10' Fl Rail Kit Sq,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
105,73019602,Finyline Wh 6' Fl Rail Kit Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
106,73019651,Finyline Wh 8' Fl Rail Kit Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
107,73019516,Finyline Wh 10' Fl Rail Kit Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
108,543300256,6' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
109,543300276,8' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,"Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
110,73045028,Custom Finyline Wh Gate Sq Bal,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
111,73045031,Custom Finyline Wh Gate Rd - w/Black Alum Balusters,Rdi Railing (Barrette Outdoor Living),RDI®,Building Materials>Decking & Railing>Railing Kits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
112,543340126,"6'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
113,543340127,"6'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
114,543340146,"8'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
115,543340147,"8'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel","Trex Company, Inc.",Trex®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
116,ADB15516CS,1x6-16' Coastline Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
117,ADB15520CS,1x6-20' Coastline Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
118,ADB15516EW,1x6-16' English Walnut Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
119,ADB15520EW,1x6-20' English Walnut Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
120,ADB15516MH,1x6-16' Mahogany Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
121,ADB15520MH,1x6-20' Mahogany Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
122,ADB15516WT,1x6-16' Weathered Teak Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
123,ADB15520WT,1x6-20' Weathered Teak Sq Edge - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
124,AGB15512CS,1x6-12' Coastline Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
125,AGB15516CS,1x6-16' Coastline Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
126,AGB15520CS,1x6-20' Coastline Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
127,AGB15512EW,1x6-12' English Walnut Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
128,AGB15516EW,1x6-16' English Walnut Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
129,AGB15520EW,1x6-20' English Walnut Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
130,AGB15512MH,1x6-12' Mahogany Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
131,AGB15516MH,1x6-16' Mahogany Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
132,AGB15520MH,1x6-20' Mahogany Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
133,AGB15512WT,1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
134,AGB15516WT,1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
135,AGB15520WT,1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
136,ADB15516AW,1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
137,ADB15520AW,1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
138,ADB15516CG,1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
139,ADB15520CG,1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
140,ADB15516FW,1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
141,ADB15520FW,1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
142,AGB15512AW,1x6-12' American Walnut Groove - Landmark Azek PVC Decking,Timbertech (Azek Building Products),TimberTech®,Building Materials>Decking & Railing>Deck Boards,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
